Product_id,Shape,Weight,Clarity,Colour,Cut,Polish,Symmetry,Fluorescence,Messurements,Price,Product_url
 2106452, CUSHION, 0.55, SI2, N, VG, EX, EX, VG, N,$673.61,https://capitalwholesalediamonds.com/product/0-55-ct-cushion-11/
 2042329, CUSHION, 0.52, SI2, Y-Z, EX, EX, EX, VG, F,$735.67,https://capitalwholesalediamonds.com/product/0-52-ct-cushion-4/
 2055268, CUSHION, 0.5, SI1, L, VG, EX, EX, VG, N,$768.14,https://capitalwholesalediamonds.com/product/0-5-ct-cushion-214/
 2128779, CUSHION, 0.5, VS2, M, EX, EX, EX, VG, F,$770.64,https://capitalwholesalediamonds.com/product/0-5-ct-cushion-165/
 2103991, CUSHION, 0.51, SI1, M, EX, EX, EX, VG, N,$784.13,https://capitalwholesalediamonds.com/product/0-51-ct-cushion-118/
 2134348, CUSHION, 0.5, SI1, K, FG, EX, EX, VG, N,$825.63,https://capitalwholesalediamonds.com/product/0-5-ct-cushion-486/
 2135756, CUSHION, 0.5, VS2, M, EX, VG, VG, VG, F,$828.95,https://capitalwholesalediamonds.com/product/0-5-ct-cushion-468/
 2088046, CUSHION, 0.5, VS1, M, EX, EX, EX, VG, F,$839.10,https://capitalwholesalediamonds.com/product/0-5-ct-cushion-60/
 2136997, CUSHION, 0.5, VS1, N, EX, EX, EX, VG, F,$839.93,https://capitalwholesalediamonds.com/product/0-5-ct-cushion-488/
 2105002, CUSHION, 0.56, SI1, M, EX, EX, EX, EX, F,$845.52,https://capitalwholesalediamonds.com/product/0-56-ct-cushion-16/
 2101824, CUSHION, 0.54, VS1, L, EX, EX, EX, VG, ST,$848.04,https://capitalwholesalediamonds.com/product/0-54-ct-cushion-4/
 2122399, CUSHION, 0.5, VS1, L, VG, EX, EX, VG, F,$859.47,https://capitalwholesalediamonds.com/product/0-5-ct-cushion-466/
 2114543, CUSHION, 0.6, SI1, M, EX, EX, EX, VG, N,$871.00,https://capitalwholesalediamonds.com/product/0-6-ct-cushion-16/
 2111511, CUSHION, 0.5, VS2, K, VG, EX, EX, GD, F,$871.25,https://capitalwholesalediamonds.com/product/0-5-ct-cushion-88/
 2064609, CUSHION, 0.7, SI1, S-T, EX, EX, EX, VG, F,$875.55,https://capitalwholesalediamonds.com/product/0-7-ct-cushion-52/
 2134340, CUSHION, 0.58, VS2, W-X, EX, EX, EX, VG, M,$880.13,https://capitalwholesalediamonds.com/product/0-58-ct-cushion-7/
 2127698, CUSHION, 0.51, SI1, U-V, EX, EX, EX, GD, N,$881.09,https://capitalwholesalediamonds.com/product/0-51-ct-cushion-125/
 2127690, CUSHION, 0.52, VS2, Y-Z, EX, VG, VG, VG, N,$892.00,https://capitalwholesalediamonds.com/product/0-52-ct-cushion-55/
 2120154, CUSHION, 0.5, SI1, K, VG, EX, EX, VG, F,$898.27,https://capitalwholesalediamonds.com/product/0-5-ct-cushion-142/
 2134351, CUSHION, 0.6, SI1, Y-Z, GD, EX, EX, VG, N,$899.28,https://capitalwholesalediamonds.com/product/0-6-ct-cushion-32/
 2065850, CUSHION, 0.5, VS1, K, GD, EX, EX, VG, F,$901.65,https://capitalwholesalediamonds.com/product/0-5-ct-cushion-222/
 2138235, CUSHION, 0.5, VS2, L, EX, EX, EX, VG, F,$905.03,https://capitalwholesalediamonds.com/product/0-5-ct-cushion-492/
 2135768, CUSHION, 0.5, SI2, J, EX, EX, EX, VG, N,$908.41,https://capitalwholesalediamonds.com/product/0-5-ct-cushion-527/
 2049537, CUSHION, 0.53, VVS1, K, EX, EX, EX, VG, M,$908.98,https://capitalwholesalediamonds.com/product/0-53-ct-cushion-42/
 2087106, CUSHION, 0.5, VS2, K, VG, EX, EX, VG, F,$909.27,https://capitalwholesalediamonds.com/product/0-5-ct-cushion-57/
 2129794, CUSHION, 0.5, SI1, S-T, EX, EX, EX, VG, M,$910.07,https://capitalwholesalediamonds.com/product/0-5-ct-cushion-240/
 2098673, CUSHION, 0.51, VS2, K, EX, EX, EX, VG, N,$911.76,https://capitalwholesalediamonds.com/product/0-51-ct-cushion-71/
 2130932, CUSHION, 0.5, SI1, K, EX, EX, EX, EX, F,$928.67,https://capitalwholesalediamonds.com/product/0-5-ct-cushion-469/
 2042731, CUSHION, 0.5,, FANCY, VG, VG, VG, VG, F,$931.19,https://capitalwholesalediamonds.com/product/0-5-ct-cushion-6/
 2135754, CUSHION, 0.5, VS2, K, VG, EX, EX, GD, F,$934.62,https://capitalwholesalediamonds.com/product/0-5-ct-cushion-548/
 2106440, CUSHION, 0.51, VS2, J, GD, EX, EX, VG, F,$940.84,https://capitalwholesalediamonds.com/product/0-51-ct-cushion-74/
 2132912, CUSHION, 0.65, VS2, U-V, EX, EX, EX, GD, N,$941.85,https://capitalwholesalediamonds.com/product/0-65-ct-cushion-3/
 2130920, CUSHION, 0.6, VS1, L, VG, EX, EX, EX, F,$942.27,https://capitalwholesalediamonds.com/product/0-6-ct-cushion-34/
 2127699, CUSHION, 0.57, SI1, W-X, EX, VG, VG, GD, ST,$946.51,https://capitalwholesalediamonds.com/product/0-57-ct-cushion-6/
 2115731, CUSHION, 0.51, VS2, K, EX, EX, EX, EX, F,$948.30,https://capitalwholesalediamonds.com/product/0-51-ct-cushion-122/
 2122412, CUSHION, 0.52, VS2, K, EX, EX, EX, VG, F,$951.15,https://capitalwholesalediamonds.com/product/0-52-ct-cushion-56/
 2042718, CUSHION, 0.51, VS2, FANCY, VG, EX, EX, VG, N,$955.68,https://capitalwholesalediamonds.com/product/0-51-ct-cushion-2/
 2122427, CUSHION, 0.51, SI2, W-X, EX, EX, EX, VG, F,$956.51,https://capitalwholesalediamonds.com/product/0-51-ct-cushion-123/
 2134339, CUSHION, 0.66, VS2, W-X, EX, EX, EX, GD, N,$956.70,https://capitalwholesalediamonds.com/product/0-66-ct-cushion-4/
 1997674, CUSHION, 0.71, VS1, S-T, EX, EX, EX, VG, N,$957.26,https://capitalwholesalediamonds.com/product/0-71-ct-cushion-5/
 2137008, CUSHION, 0.5, VS2, K, EX, EX, EX, EX, F,$959.97,https://capitalwholesalediamonds.com/product/0-5-ct-cushion-560/
 2059331, CUSHION, 0.51, SI1, J, EX, EX, EX, VG, F,$962.42,https://capitalwholesalediamonds.com/product/0-51-ct-cushion-227/
 2090483, CUSHION, 0.5, VVS1, L, EX, EX, EX, VG, F,$963.38,https://capitalwholesalediamonds.com/product/0-5-ct-cushion-384/
 2114527, CUSHION, 0.5, VS1, K, VG, EX, EX, VG, F,$969.25,https://capitalwholesalediamonds.com/product/0-5-ct-cushion-462/
 2110100, CUSHION, 0.5, VS2, K, EX, EX, EX, VG, N,$973.52,https://capitalwholesalediamonds.com/product/0-5-ct-cushion-131/
 2124362, CUSHION, 0.5, VS1, S-T, EX, EX, EX, VG, F,$981.89,https://capitalwholesalediamonds.com/product/0-5-ct-cushion-81/
 2122411, CUSHION, 0.51, VS2, J, EX, EX, EX, VG, F,$983.04,https://capitalwholesalediamonds.com/product/0-51-ct-cushion-129/
 2098670, CUSHION, 0.5, VS1, J, GD, EX, EX, VG, F,$983.58,https://capitalwholesalediamonds.com/product/0-5-ct-cushion-85/
 2134338, CUSHION, 0.5, VS2, J, FG, EX, EX, EX, N,$983.73,https://capitalwholesalediamonds.com/product/0-5-ct-cushion-487/
 2077896, CUSHION, 0.5, VS1, K, VG, EX, EX, VG, N,$984.53,https://capitalwholesalediamonds.com/product/0-5-ct-cushion-45/
 1921339, CUSHION, 0.6, VS2, FANCY, EX, EX, EX, GD, N,$986.05,https://capitalwholesalediamonds.com/product/0-6-ct-cushion/
 2122398, CUSHION, 0.51, VS1, K, EX, EX, EX, VG, N,$986.41,https://capitalwholesalediamonds.com/product/0-51-ct-cushion-128/
 2132911, CUSHION, 0.51, VS2, J, EX, EX, EX, VG, ST,$987.29,https://capitalwholesalediamonds.com/product/0-51-ct-cushion-270/
 2122397, CUSHION, 0.5, VS1, J, VG, EX, EX, GD, F,$987.81,https://capitalwholesalediamonds.com/product/0-5-ct-cushion-464/
 2019808, CUSHION, 0.51, SI1, J, EX, EX, EX, EX, N,$988.83,https://capitalwholesalediamonds.com/product/0-51-ct-cushion-11/
 2094481, CUSHION, 0.51, VVS1, K, EX, EX, EX, EX, M,$988.83,https://capitalwholesalediamonds.com/product/0-51-ct-cushion-65/
 2110093, CUSHION, 0.51, VS1, K, EX, EX, EX, VG, F,$989.72,https://capitalwholesalediamonds.com/product/0-51-ct-cushion-120/
 2093329, CUSHION, 0.51, VS1, J, GD, EX, EX, VG, F,$994.63,https://capitalwholesalediamonds.com/product/0-51-ct-cushion-237/
 2097749, CUSHION, 0.5, VS1, K, EX, EX, EX, VG, F,$999.67,https://capitalwholesalediamonds.com/product/0-5-ct-cushion-75/
 2062802, CUSHION, 0.52, VVS1, K, VG, EX, EX, VG, N,"$1,000.17",https://capitalwholesalediamonds.com/product/0-52-ct-cushion-90/
 2134302, CUSHION, 0.5, VVS2, K, EX, EX, EX, VG, F,"$1,000.51",https://capitalwholesalediamonds.com/product/0-5-ct-cushion-473/
 2128769, CUSHION, 0.51, VVS1, L, EX, EX, EX, EX, N,"$1,001.26",https://capitalwholesalediamonds.com/product/0-51-ct-cushion-154/
 2106412, CUSHION, 0.51, VS1, K, EX, EX, EX, VG, N,"$1,002.98",https://capitalwholesalediamonds.com/product/0-51-ct-cushion-207/
 2006035, CUSHION, 0.53, VS2, J, EX, EX, EX, EX, N,"$1,004.59",https://capitalwholesalediamonds.com/product/0-53-ct-cushion-3/
 2065852, CUSHION, 0.5, VS2, J, VG, EX, EX, VG, F,"$1,005.57",https://capitalwholesalediamonds.com/product/0-5-ct-cushion-220/
 2136996, CUSHION, 0.51, VS1, J, EX, EX, EX, VG, F,"$1,007.89",https://capitalwholesalediamonds.com/product/0-51-ct-cushion-305/
 2037016, CUSHION, 0.5, VS2, J, VG, EX, EX, VG, N,"$1,008.14",https://capitalwholesalediamonds.com/product/0-5-ct-cushion-323/
 2114525, CUSHION, 0.5, VS1, J, VG, VG, VG, GD, F,"$1,008.93",https://capitalwholesalediamonds.com/product/0-5-ct-cushion-435/
 2045908, CUSHION, 0.51, VS2, J, EX, EX, EX, VG, N,"$1,009.65",https://capitalwholesalediamonds.com/product/0-51-ct-cushion-23/
 2106413, CUSHION, 0.5, VS1, K, VG, EX, EX, VG, N,"$1,009.81",https://capitalwholesalediamonds.com/product/0-5-ct-cushion-94/
 2091339, CUSHION, 0.51, VS1, J, EX, EX, EX, VG, F,"$1,011.21",https://capitalwholesalediamonds.com/product/0-51-ct-cushion-236/
 2039598, CUSHION, 0.52, VS1, J, EX, EX, EX, VG, N,"$1,012.83",https://capitalwholesalediamonds.com/product/0-52-ct-cushion-89/
 2129801, CUSHION, 0.51, SI2, J, EX, VG, VG, VG, N,"$1,012.93",https://capitalwholesalediamonds.com/product/0-51-ct-cushion-257/
 2134809, CUSHION, 0.54, VS2, FANCY, GD, EX, EX, VG, F,"$1,013.84",https://capitalwholesalediamonds.com/product/0-54-ct-cushion-6/
 2051905, CUSHION, 0.52, VVS2, J, EX, EX, EX, VG, F,"$1,014.57",https://capitalwholesalediamonds.com/product/0-52-ct-cushion-68/
 2093323, CUSHION, 0.52, VVS2, J, VG, EX, EX, VG, F,"$1,015.46",https://capitalwholesalediamonds.com/product/0-52-ct-cushion-32/
 2067114, CUSHION, 0.52, VS2, J, EX, EX, EX, VG, N,"$1,018.89",https://capitalwholesalediamonds.com/product/0-52-ct-cushion-13/
 2030562, CUSHION, 0.5, VS2, J, EX, EX, EX, VG, N,"$1,020.83",https://capitalwholesalediamonds.com/product/0-5-ct-cushion-10/
 2100843, CUSHION, 0.52, VS1, J, EX, VG, VG, VG, F,"$1,021.28",https://capitalwholesalediamonds.com/product/0-52-ct-cushion-37/
 2008722, CUSHION, 0.51, SI1, G, EX, EX, EX, VG, N,"$1,022.84",https://capitalwholesalediamonds.com/product/0-51-ct-cushion-155/
 2019802, CUSHION, 0.56, VS2, J, EX, EX, EX, VG, N,"$1,023.00",https://capitalwholesalediamonds.com/product/0-56-ct-cushion-2/
 2077895, CUSHION, 0.5, VS1, J, VG, EX, EX, VG, M,"$1,023.30",https://capitalwholesalediamonds.com/product/0-5-ct-cushion-179/
 2128785, CUSHION, 0.5, SI1, I, GD, EX, EX, VG, N,"$1,024.14",https://capitalwholesalediamonds.com/product/0-5-ct-cushion-167/
 2062830, CUSHION, 0.5, VS2, J, VG, EX, EX, VG, N,"$1,024.19",https://capitalwholesalediamonds.com/product/0-5-ct-cushion-30/
 2062836, CUSHION, 0.51, SI1, I, EX, EX, EX, GD, N,"$1,024.47",https://capitalwholesalediamonds.com/product/0-51-ct-cushion-183/
 2127664, CUSHION, 0.51, VS1, J, EX, EX, EX, VG, F,"$1,024.47",https://capitalwholesalediamonds.com/product/0-51-ct-cushion-212/
 2099846, CUSHION, 0.5, SI1, I, FG, VG, VG, GD, F,"$1,024.99",https://capitalwholesalediamonds.com/product/0-5-ct-cushion-84/
 2126581, CUSHION, 0.55, VVS2, K, EX, VG, VG, VG, N,"$1,026.64",https://capitalwholesalediamonds.com/product/0-55-ct-cushion-13/
 2134318, CUSHION, 0.5, VS1, K, EX, EX, EX, VG, N,"$1,027.52",https://capitalwholesalediamonds.com/product/0-5-ct-cushion-569/
 2131848, CUSHION, 0.5, SI1, I, VG, EX, EX, VG, M,"$1,029.21",https://capitalwholesalediamonds.com/product/0-5-ct-cushion-557/
 2112766, CUSHION, 0.51, SI2, G, VG, EX, EX, VG, F,"$1,030.28",https://capitalwholesalediamonds.com/product/0-51-ct-cushion-139/
 2127663, CUSHION, 0.52, VS1, J, EX, EX, EX, VG, F,"$1,030.58",https://capitalwholesalediamonds.com/product/0-52-ct-cushion-99/
 2128775, CUSHION, 0.52, VS1, K, EX, EX, EX, EX, F,"$1,030.61",https://capitalwholesalediamonds.com/product/0-52-ct-cushion-66/
 2138901, CUSHION, 0.5, SI2, G, GD, VG, VG, GD, F,"$1,030.93",https://capitalwholesalediamonds.com/product/0-5-ct-cushion-535/
 2111499, CUSHION, 0.5, VS1, J, VG, EX, EX, VG, F,"$1,031.75",https://capitalwholesalediamonds.com/product/0-5-ct-cushion-106/
 2107903, CUSHION, 0.51, SI1, I, EX, VG, VG, GD, N,"$1,035.24",https://capitalwholesalediamonds.com/product/0-51-ct-cushion-115/
 2121332, CUSHION, 0.51, SI1, J, VG, EX, EX, VG, N,"$1,035.37",https://capitalwholesalediamonds.com/product/0-51-ct-cushion-145/
 2126572, CUSHION, 0.76, SI2, W-X, EX, VG, VG, GD, N,"$1,036.36",https://capitalwholesalediamonds.com/product/0-76-ct-cushion-25/
 2103041, CUSHION, 0.5, SI1, I, FG, EX, EX, VG, F,"$1,036.82",https://capitalwholesalediamonds.com/product/0-5-ct-cushion-78/
 2101832, CUSHION, 0.51, SI2, H, EX, EX, EX, VG, N,"$1,037.76",https://capitalwholesalediamonds.com/product/0-51-ct-cushion-107/
 2128783, CUSHION, 0.5, SI1, I, GD, EX, EX, VG, N,"$1,040.20",https://capitalwholesalediamonds.com/product/0-5-ct-cushion-319/
 2138892, CUSHION, 0.51, VVS2, J, EX, EX, EX, EX, N,"$1,042.03",https://capitalwholesalediamonds.com/product/0-51-ct-cushion-280/
 2106411, CUSHION, 0.5, VS1, J, EX, EX, EX, VG, F,"$1,044.42",https://capitalwholesalediamonds.com/product/0-5-ct-cushion-286/
 2085278, CUSHION, 0.51, SI1, J, EX, EX, EX, EX, F,"$1,044.47",https://capitalwholesalediamonds.com/product/0-51-ct-cushion-63/
 2135766, CUSHION, 0.5, SI1, J, EX, EX, EX, VG, F,"$1,044.50",https://capitalwholesalediamonds.com/product/0-5-ct-cushion-545/
 2042723, CUSHION, 0.5, SI2, FANCY, EX, VG, VG, VG, F,"$1,046.11",https://capitalwholesalediamonds.com/product/0-5-ct-cushion-5/
 2130907, CUSHION, 0.5, VVS2, J, EX, EX, EX, VG, M,"$1,046.21",https://capitalwholesalediamonds.com/product/0-5-ct-cushion-558/
 2138233, CUSHION, 0.5, VS2, J, EX, EX, EX, VG, N,"$1,046.99",https://capitalwholesalediamonds.com/product/0-5-ct-cushion-532/
 2120137, CUSHION, 0.51, VVS2, J, EX, EX, EX, VG, F,"$1,048.65",https://capitalwholesalediamonds.com/product/0-51-ct-cushion-130/
 2111471, CUSHION, 0.51, VVS1, K, EX, EX, EX, VG, N,"$1,049.39",https://capitalwholesalediamonds.com/product/0-51-ct-cushion-100/
 2098672, CUSHION, 0.53, VS1, K, EX, EX, EX, VG, N,"$1,049.41",https://capitalwholesalediamonds.com/product/0-53-ct-cushion-23/
 2098667, CUSHION, 0.51, VVS2, J, EX, EX, EX, VG, F,"$1,050.22",https://capitalwholesalediamonds.com/product/0-51-ct-cushion-90/
 2099847, CUSHION, 0.5, SI1, I, FG, EX, EX, VG, F,"$1,050.34",https://capitalwholesalediamonds.com/product/0-5-ct-cushion-87/
 2110098, CUSHION, 0.55, VS2, J, EX, EX, EX, EX, ST,"$1,050.77",https://capitalwholesalediamonds.com/product/0-55-ct-cushion-12/
 2080495, CUSHION, 0.51, SI1, J, EX, EX, EX, VG, N,"$1,051.03",https://capitalwholesalediamonds.com/product/0-51-ct-cushion-41/
 2134347, CUSHION, 0.5, SI1, I, GD, EX, EX, VG, N,"$1,051.18",https://capitalwholesalediamonds.com/product/0-5-ct-cushion-485/
 2135765, CUSHION, 0.5, SI1, I, EX, EX, EX, VG, F,"$1,051.18",https://capitalwholesalediamonds.com/product/0-5-ct-cushion-530/
 2093336, CUSHION, 0.5, VS2, J, EX, EX, EX, VG, F,"$1,051.33",https://capitalwholesalediamonds.com/product/0-5-ct-cushion-257/
 2093328, CUSHION, 0.56, VS1, J, EX, EX, EX, VG, F,"$1,053.00",https://capitalwholesalediamonds.com/product/0-56-ct-cushion-6/
 2095307, CUSHION, 0.5, SI1, J, EX, EX, EX, VG, N,"$1,055.46",https://capitalwholesalediamonds.com/product/0-5-ct-cushion-414/
 2079634, CUSHION, 0.5, SI1, J, EX, EX, EX, EX, F,"$1,056.37",https://capitalwholesalediamonds.com/product/0-5-ct-cushion-49/
 2138237, CUSHION, 0.51, SI1, I, EX, EX, EX, VG, N,"$1,056.79",https://capitalwholesalediamonds.com/product/0-51-ct-cushion-282/
 2105001, CUSHION, 0.5, SI1, H, EX, EX, EX, VG, M,"$1,057.99",https://capitalwholesalediamonds.com/product/0-5-ct-cushion-422/
 2089754, CUSHION, 0.5, SI1, J, VG, EX, EX, VG, N,"$1,058.04",https://capitalwholesalediamonds.com/product/0-5-ct-cushion-375/
 2026215, CUSHION, 0.7, I2, FANCY, EX, EX, EX, VG, F,"$1,058.69",https://capitalwholesalediamonds.com/product/0-7-ct-cushion/
 2103005, CUSHION, 0.52, VVS2, J, EX, EX, EX, GD, F,"$1,059.47",https://capitalwholesalediamonds.com/product/0-52-ct-cushion-36/
 2049207, CUSHION, 0.52, SI2, FANCY, EX, EX, EX, VG, F,"$1,060.15",https://capitalwholesalediamonds.com/product/0-52-ct-cushion/
 2020934, CUSHION, 0.52, SI1, H, EX, EX, EX, VG, F,"$1,060.23",https://capitalwholesalediamonds.com/product/0-52-ct-cushion-8/
 2103989, CUSHION, 0.5, SI1, I, EX, EX, EX, VG, F,"$1,062.17",https://capitalwholesalediamonds.com/product/0-5-ct-cushion-503/
 2138234, CUSHION, 0.5, VS2, J, EX, EX, EX, VG, N,"$1,062.25",https://capitalwholesalediamonds.com/product/0-5-ct-cushion-562/
 2138236, CUSHION, 0.5, SI1, G, EX, EX, EX, VG, ST,"$1,062.35",https://capitalwholesalediamonds.com/product/0-5-ct-cushion-493/
 2042327, CUSHION, 0.5, SI1, I, EX, EX, EX, VG, N,"$1,063.86",https://capitalwholesalediamonds.com/product/0-5-ct-cushion-329/
 2132894, CUSHION, 0.53, VS1, J, EX, EX, EX, VG, F,"$1,065.68",https://capitalwholesalediamonds.com/product/0-53-ct-cushion-61/
 2099852, CUSHION, 0.51, SI2, H, EX, EX, EX, VG, N,"$1,065.95",https://capitalwholesalediamonds.com/product/0-51-ct-cushion-297/
 2107890, CUSHION, 0.51, VS1, J, EX, EX, EX, VG, N,"$1,066.73",https://capitalwholesalediamonds.com/product/0-51-ct-cushion-127/
 2127666, CUSHION, 0.5, VS1, J, EX, EX, EX, VG, N,"$1,067.24",https://capitalwholesalediamonds.com/product/0-5-ct-cushion-152/
 2138900, CUSHION, 0.5, VS1, J, EX, EX, EX, VG, F,"$1,067.24",https://capitalwholesalediamonds.com/product/0-5-ct-cushion-542/
 2053047, CUSHION, 0.5, SI1, H, EX, EX, EX, GD, N,"$1,068.22",https://capitalwholesalediamonds.com/product/0-5-ct-cushion-27/
 2065849, CUSHION, 0.5, VS1, J, EX, EX, EX, EX, F,"$1,070.62",https://capitalwholesalediamonds.com/product/0-5-ct-cushion-219/
 2103019, CUSHION, 0.5, VS1, J, EX, EX, EX, VG, N,"$1,074.84",https://capitalwholesalediamonds.com/product/0-5-ct-cushion-404/
 2099848, CUSHION, 0.5, SI1, J, VG, EX, EX, VG, N,"$1,076.60",https://capitalwholesalediamonds.com/product/0-5-ct-cushion-411/
 2134303, CUSHION, 0.59, VVS2, S-T, EX, EX, EX, VG, N,"$1,077.62",https://capitalwholesalediamonds.com/product/0-59-ct-cushion-64/
 2053039, CUSHION, 0.7, SI1, L, EX, EX, EX, VG, N,"$1,079.16",https://capitalwholesalediamonds.com/product/0-7-ct-cushion-58/
 2131847, CUSHION, 0.5, SI1, H, VG, EX, EX, VG, M,"$1,079.93",https://capitalwholesalediamonds.com/product/0-5-ct-cushion-554/
 2085267, CUSHION, 0.5, VS1, J, EX, EX, EX, VG, F,"$1,082.45",https://capitalwholesalediamonds.com/product/0-5-ct-cushion-370/
 2111498, CUSHION, 0.51, VS1, J, EX, EX, EX, VG, N,"$1,083.31",https://capitalwholesalediamonds.com/product/0-51-ct-cushion-88/
 2037563, CUSHION, 0.71,, FANCY, GD, VG, VG, VG, N,"$1,085.32",https://capitalwholesalediamonds.com/product/0-71-ct-cushion-2/
 1907301, CUSHION, 0.85, I2, FANCY, EX, EX, EX, GD, ST,"$1,086.07",https://capitalwholesalediamonds.com/product/0-85-ct-cushion/
 2116896, CUSHION, 0.51, SI1, J, EX, EX, EX, VG, N,"$1,086.69",https://capitalwholesalediamonds.com/product/0-51-ct-cushion-141/
 2134346, CUSHION, 0.51, SI1, I, EX, EX, EX, VG, N,"$1,089.11",https://capitalwholesalediamonds.com/product/0-51-ct-cushion-275/
 2114540, CUSHION, 0.51, SI1, G, EX, EX, EX, VG, N,"$1,090.12",https://capitalwholesalediamonds.com/product/0-51-ct-cushion-213/
 2120132, CUSHION, 0.53, VVS1, K, EX, VG, VG, EX, N,"$1,090.67",https://capitalwholesalediamonds.com/product/0-53-ct-cushion-32/
 2083818, CUSHION, 0.51, SI1, H, EX, EX, EX, VG, F,"$1,091.68",https://capitalwholesalediamonds.com/product/0-51-ct-cushion-60/
 2127624, CUSHION, 0.7, VS2, Y-Z, GD, EX, EX, GD, N,"$1,096.23",https://capitalwholesalediamonds.com/product/0-7-ct-cushion-226/
 2124367, CUSHION, 0.5, SI1, G, EX, EX, EX, EX, M,"$1,096.95",https://capitalwholesalediamonds.com/product/0-5-ct-cushion-454/
 2027718, CUSHION, 0.5, SI1, H, EX, EX, EX, VG, N,"$1,097.77",https://capitalwholesalediamonds.com/product/0-5-ct-cushion-12/
 2114542, CUSHION, 0.52, SI1, I, VG, EX, EX, VG, N,"$1,098.18",https://capitalwholesalediamonds.com/product/0-52-ct-cushion-57/
 2138902, CUSHION, 0.5, SI2, I, VG, EX, EX, VG, N,"$1,098.64",https://capitalwholesalediamonds.com/product/0-5-ct-cushion-531/
 2110090, CUSHION, 0.53, VVS1, J, EX, EX, EX, VG, N,"$1,099.38",https://capitalwholesalediamonds.com/product/0-53-ct-cushion-30/
 2081466, CUSHION, 0.51, SI1, I, VG, EX, EX, VG, N,"$1,101.54",https://capitalwholesalediamonds.com/product/0-51-ct-cushion-43/
 2074239, CUSHION, 0.52,, FANCY, EX, EX, EX, VG, N,"$1,101.56",https://capitalwholesalediamonds.com/product/0-52-ct-cushion-2/
 2028930, CUSHION, 0.51, VVS1, J, EX, EX, EX, VG, N,"$1,102.43",https://capitalwholesalediamonds.com/product/0-51-ct-cushion-12/
 2110110, CUSHION, 0.51, SI1, H, GD, EX, EX, VG, N,"$1,104.07",https://capitalwholesalediamonds.com/product/0-51-ct-cushion-121/
 2114539, CUSHION, 0.52, SI1, G, EX, EX, EX, VG, N,"$1,105.11",https://capitalwholesalediamonds.com/product/0-52-ct-cushion-60/
 2097748, CUSHION, 0.5, VS1, J, EX, EX, EX, VG, N,"$1,106.11",https://capitalwholesalediamonds.com/product/0-5-ct-cushion-247/
 2096897, CUSHION, 0.5, SI1, H, VG, EX, EX, VG, N,"$1,108.74",https://capitalwholesalediamonds.com/product/0-5-ct-cushion-72/
 2090478, CUSHION, 0.7, SI1, K, GD, EX, EX, VG, N,"$1,108.74",https://capitalwholesalediamonds.com/product/0-7-ct-cushion-505/
 2138197, CUSHION, 0.8, SI1, M, VG, EX, EX, VG, N,"$1,108.90",https://capitalwholesalediamonds.com/product/0-8-ct-cushion-231/
 2135752, CUSHION, 0.5, VS2, J, EX, EX, EX, VG, N,"$1,109.60",https://capitalwholesalediamonds.com/product/0-5-ct-cushion-522/
 2099837, CUSHION, 0.5, VS1, J, EX, EX, EX, EX, N,"$1,111.18",https://capitalwholesalediamonds.com/product/0-5-ct-cushion-92/
 2135750, CUSHION, 0.5, VS2, I, EX, VG, VG, VG, M,"$1,113.71",https://capitalwholesalediamonds.com/product/0-5-ct-cushion-559/
 2103006, CUSHION, 0.5, VVS2, U-V, FG, EX, EX, VG, N,"$1,115.40",https://capitalwholesalediamonds.com/product/0-5-ct-cushion-70/
 2110117, CUSHION, 0.5, SI2, H, VG, EX, EX, VG, F,"$1,115.54",https://capitalwholesalediamonds.com/product/0-5-ct-cushion-171/
 2115730, CUSHION, 0.5, VS2, J, EX, VG, VG, VG, N,"$1,116.35",https://capitalwholesalediamonds.com/product/0-5-ct-cushion-116/
 2098678, CUSHION, 0.51, SI2, I, EX, EX, EX, EX, F,"$1,116.51",https://capitalwholesalediamonds.com/product/0-51-ct-cushion-284/
 2118033, CUSHION, 0.5, SI1, I, EX, EX, EX, VG, F,"$1,117.09",https://capitalwholesalediamonds.com/product/0-5-ct-cushion-64/
 2054061, CUSHION, 0.51, VVS2, I, EX, EX, EX, VG, N,"$1,118.16",https://capitalwholesalediamonds.com/product/0-51-ct-cushion-175/
 2132908, CUSHION, 0.51, VS2, I, EX, VG, VG, EX, M,"$1,119.01",https://capitalwholesalediamonds.com/product/0-51-ct-cushion-303/
 2121329, CUSHION, 0.52, SI1, G, EX, EX, EX, VG, N,"$1,121.06",https://capitalwholesalediamonds.com/product/0-52-ct-cushion-62/
 2021587, CUSHION, 0.51, SI1, G, EX, EX, EX, VG, N,"$1,121.58",https://capitalwholesalediamonds.com/product/0-51-ct-cushion-10/
 2112762, CUSHION, 0.56, SI1, I, EX, VG, VG, VG, F,"$1,123.07",https://capitalwholesalediamonds.com/product/0-56-ct-cushion-17/
 2126611, CUSHION, 0.51, SI1, I, EX, EX, EX, EX, N,"$1,123.92",https://capitalwholesalediamonds.com/product/0-51-ct-cushion-167/
 2134342, CUSHION, 0.5, SI1, E, GD, EX, EX, VG, N,"$1,125.54",https://capitalwholesalediamonds.com/product/0-5-ct-cushion-529/
 2135733, CUSHION, 0.51, VS1, J, EX, EX, EX, VG, N,"$1,125.57",https://capitalwholesalediamonds.com/product/0-51-ct-cushion-295/
